time,energy_cashflow,energy_generation_costs,heat,power,simulation,unit
2019-01-01 08:00:00,-3.24e+05,1.8e+07,,-6000,base_mc_base,demand_EOM
2019-01-01 09:00:00,54000,0,0,1000,base_mc_base,Solar
2019-01-01 09:00:00,54000,12000,0,1000,base_mc_base,pp_1
2019-01-01 09:00:00,54000,12000,0,1000,base_mc_base,pp_2
2019-01-01 09:00:00,54000,24000,0,1000,base_mc_base,pp_4
2019-01-01 09:00:00,0,0,0,0,base_mc_base,pp_7
2019-01-01 09:00:00,0,0,0,0,base_mc_base,pp_8
2019-01-01 09:00:00,0,0,0,0,base_mc_base,pp_9
2019-01-01 09:00:00,0,0,0,0,base_mc_base,pp_10
2019-01-01 09:00:00,54000,18000,,1000,base_mc_base,pp_3
2019-01-01 09:00:00,54000,24000,,1000,base_mc_base,pp_5
2019-01-01 09:00:00,-3.24e+05,1.8e+07,,-6000,base_mc_base,demand_EOM
2019-01-01 10:00:00,54000,0,0,1000,base_mc_base,Solar
2019-01-01 10:00:00,54000,12000,0,1000,base_mc_base,pp_1
2019-01-01 10:00:00,54000,12000,0,1000,base_mc_base,pp_2
2019-01-01 10:00:00,54000,24000,0,1000,base_mc_base,pp_4
2019-01-01 10:00:00,0,0,0,0,base_mc_base,pp_7
2019-01-01 10:00:00,0,0,0,0,base_mc_base,pp_8
2019-01-01 10:00:00,0,0,0,0,base_mc_base,pp_9
2019-01-01 10:00:00,0,0,0,0,base_mc_base,pp_10
2019-01-01 10:00:00,54000,18000,,1000,base_mc_base,pp_3
2019-01-01 10:00:00,54000,24000,,1000,base_mc_base,pp_5
2019-01-01 10:00:00,-3.24e+05,1.8e+07,,-6000,base_mc_base,demand_EOM
2019-01-01 11:00:00,54000,0,0,1000,base_mc_base,Solar
2019-01-01 11:00:00,54000,12000,0,1000,base_mc_base,pp_1
2019-01-01 11:00:00,54000,12000,0,1000,base_mc_base,pp_2
2019-01-01 11:00:00,54000,24000,0,1000,base_mc_base,pp_4
2019-01-01 11:00:00,0,0,0,0,base_mc_base,pp_7
2019-01-01 11:00:00,0,0,0,0,base_mc_base,pp_8
2019-01-01 11:00:00,0,0,0,0,base_mc_base,pp_9
2019-01-01 11:00:00,0,0,0,0,base_mc_base,pp_10
2019-01-01 11:00:00,54000,18000,,1000,base_mc_base,pp_3
2019-01-01 11:00:00,54000,24000,,1000,base_mc_base,pp_5
2019-01-01 11:00:00,-3.24e+05,1.8e+07,,-6000,base_mc_base,demand_EOM
2019-01-01 12:00:00,48000,0,0,4000,base_mc_base,Solar
2019-01-01 12:00:00,12000,12000,0,1000,base_mc_base,pp_1
2019-01-01 12:00:00,12000,12000,0,1000,base_mc_base,pp_2
2019-01-01 12:00:00,0,0,0,0,base_mc_base,pp_4
2019-01-01 12:00:00,0,0,0,0,base_mc_base,pp_7
2019-01-01 12:00:00,0,0,0,0,base_mc_base,pp_8
2019-01-01 12:00:00,0,0,0,0,base_mc_base,pp_9
2019-01-01 12:00:00,0,0,0,0,base_mc_base,pp_10
2019-01-01 12:00:00,0,0,,0,base_mc_base,pp_3
2019-01-01 12:00:00,0,0,,0,base_mc_base,pp_5
2019-01-01 12:00:00,-72000,1.8e+07,,-6000,base_mc_base,demand_EOM
2019-01-01 13:00:00,48000,0,0,4000,base_mc_base,Solar
2019-01-01 13:00:00,12000,12000,0,1000,base_mc_base,pp_1
2019-01-01 13:00:00,12000,12000,0,1000,base_mc_base,pp_2
2019-01-01 13:00:00,0,0,0,0,base_mc_base,pp_4
2019-01-01 13:00:00,0,0,0,0,base_mc_base,pp_7
2019-01-01 13:00:00,0,0,0,0,base_mc_base,pp_8
2019-01-01 13:00:00,0,0,0,0,base_mc_base,pp_9
2019-01-01 13:00:00,0,0,0,0,base_mc_base,pp_10
2019-01-01 13:00:00,0,0,,0,base_mc_base,pp_3
2019-01-01 13:00:00,0,0,,0,base_mc_base,pp_5
2019-01-01 13:00:00,-72000,1.8e+07,,-6000,base_mc_base,demand_EOM
2019-01-01 14:00:00,48000,0,0,4000,base_mc_base,Solar
2019-01-01 14:00:00,12000,12000,0,1000,base_mc_base,pp_1
2019-01-01 14:00:00,12000,12000,0,1000,base_mc_base,pp_2
2019-01-01 14:00:00,0,0,0,0,base_mc_base,pp_4
2019-01-01 14:00:00,0,0,0,0,base_mc_base,pp_7
2019-01-01 14:00:00,0,0,0,0,base_mc_base,pp_8
2019-01-01 14:00:00,0,0,0,0,base_mc_base,pp_9
2019-01-01 14:00:00,0,0,0,0,base_mc_base,pp_10
2019-01-01 14:00:00,0,0,,0,base_mc_base,pp_3
2019-01-01 14:00:00,0,0,,0,base_mc_base,pp_5
2019-01-01 14:00:00,-72000,1.8e+07,,-6000,base_mc_base,demand_EOM
2019-01-01 15:00:00,72000,0,0,3000,base_mc_base,Solar
2019-01-01 15:00:00,24000,12000,0,1000,base_mc_base,pp_1
2019-01-01 15:00:00,24000,12000,0,1000,base_mc_base,pp_2
2019-01-01 15:00:00,0,0,0,0,base_mc_base,pp_4
2019-01-01 15:00:00,0,0,0,0,base_mc_base,pp_7
2019-01-01 15:00:00,0,0,0,0,base_mc_base,pp_8
2019-01-01 15:00:00,0,0,0,0,base_mc_base,pp_9
2019-01-01 15:00:00,0,0,0,0,base_mc_base,pp_10
2019-01-01 15:00:00,24000,18000,,1000,base_mc_base,pp_3
2019-01-01 15:00:00,0,0,,0,base_mc_base,pp_5
2019-01-01 15:00:00,-1.44e+05,1.8e+07,,-6000,base_mc_base,demand_EOM
2019-01-01 16:00:00,72000,0,0,3000,base_mc_base,Solar
2019-01-01 16:00:00,24000,12000,0,1000,base_mc_base,pp_1
2019-01-01 16:00:00,24000,12000,0,1000,base_mc_base,pp_2
2019-01-01 16:00:00,0,0,0,0,base_mc_base,pp_4
2019-01-01 16:00:00,0,0,0,0,base_mc_base,pp_7
2019-01-01 16:00:00,0,0,0,0,base_mc_base,pp_8
2019-01-01 16:00:00,0,0,0,0,base_mc_base,pp_9
2019-01-01 16:00:00,0,0,0,0,base_mc_base,pp_10
2019-01-01 16:00:00,24000,18000,,1000,base_mc_base,pp_3
2019-01-01 16:00:00,0,0,,0,base_mc_base,pp_5
2019-01-01 16:00:00,-1.44e+05,1.8e+07,,-6000,base_mc_base,demand_EOM
2019-01-01 17:00:00,1.08e+05,0,0,2000,base_mc_base,Solar
2019-01-01 17:00:00,54000,12000,0,1000,base_mc_base,pp_1
2019-01-01 17:00:00,54000,12000,0,1000,base_mc_base,pp_2
2019-01-01 17:00:00,54000,24000,0,1000,base_mc_base,pp_4
2019-01-01 17:00:00,0,0,0,0,base_mc_base,pp_7
2019-01-01 17:00:00,0,0,0,0,base_mc_base,pp_8
2019-01-01 17:00:00,0,0,0,0,base_mc_base,pp_9
2019-01-01 17:00:00,0,0,0,0,base_mc_base,pp_10
2019-01-01 17:00:00,54000,18000,,1000,base_mc_base,pp_3
2019-01-01 17:00:00,0,0,,0,base_mc_base,pp_5
2019-01-01 17:00:00,-3.24e+05,1.8e+07,,-6000,base_mc_base,demand_EOM
2019-01-01 18:00:00,54000,0,0,1000,base_mc_base,Solar
2019-01-01 18:00:00,54000,12000,0,1000,base_mc_base,pp_1
2019-01-01 18:00:00,54000,12000,0,1000,base_mc_base,pp_2
2019-01-01 18:00:00,54000,24000,0,1000,base_mc_base,pp_4
2019-01-01 18:00:00,0,0,0,0,base_mc_base,pp_7
2019-01-01 18:00:00,0,0,0,0,base_mc_base,pp_8
2019-01-01 18:00:00,0,0,0,0,base_mc_base,pp_9
2019-01-01 18:00:00,0,0,0,0,base_mc_base,pp_10
2019-01-01 18:00:00,54000,18000,,1000,base_mc_base,pp_3
2019-01-01 18:00:00,54000,24000,,1000,base_mc_base,pp_5
2019-01-01 18:00:00,-3.24e+05,1.8e+07,,-6000,base_mc_base,demand_EOM
2019-01-01 19:00:00,0,0,0,0,base_mc_base,Solar
2019-01-01 19:00:00,72000,12000,0,1000,base_mc_base,pp_1
2019-01-01 19:00:00,72000,12000,0,1000,base_mc_base,pp_2
2019-01-01 19:00:00,72000,24000,0,1000,base_mc_base,pp_4
2019-01-01 19:00:00,36000,27000,0,500,base_mc_base,pp_7
2019-01-01 19:00:00,36000,27000,0,500,base_mc_base,pp_8
2019-01-01 19:00:00,36000,27000,0,500,base_mc_base,pp_9
2019-01-01 19:00:00,0,0,0,0,base_mc_base,pp_10
2019-01-01 19:00:00,72000,18000,,1000,base_mc_base,pp_3
2019-01-01 19:00:00,36000,12000,,500,base_mc_base,pp_5
2019-01-01 19:00:00,-4.32e+05,1.8e+07,,-6000,base_mc_base,demand_EOM
2019-01-01 20:00:00,0,0,0,0,base_mc_base,Solar
2019-01-01 20:00:00,72000,12000,0,1000,base_mc_base,pp_1
2019-01-01 20:00:00,72000,12000,0,1000,base_mc_base,pp_2
2019-01-01 20:00:00,72000,24000,0,1000,base_mc_base,pp_4
2019-01-01 20:00:00,36000,27000,0,500,base_mc_base,pp_7
2019-01-01 20:00:00,36000,27000,0,500,base_mc_base,pp_8
2019-01-01 20:00:00,36000,27000,0,500,base_mc_base,pp_9
2019-01-01 20:00:00,0,0,0,0,base_mc_base,pp_10
2019-01-01 20:00:00,72000,18000,,1000,base_mc_base,pp_3
2019-01-01 20:00:00,36000,12000,,500,base_mc_base,pp_5
2019-01-01 20:00:00,-4.32e+05,1.8e+07,,-6000,base_mc_base,demand_EOM
2019-01-01 21:00:00,0,0,0,0,base_mc_base,Solar
2019-01-01 21:00:00,72000,12000,0,1000,base_mc_base,pp_1
2019-01-01 21:00:00,72000,12000,0,1000,base_mc_base,pp_2
2019-01-01 21:00:00,72000,24000,0,1000,base_mc_base,pp_4
2019-01-01 21:00:00,36000,27000,0,500,base_mc_base,pp_7
2019-01-01 21:00:00,36000,27000,0,500,base_mc_base,pp_8
2019-01-01 21:00:00,36000,27000,0,500,base_mc_base,pp_9
2019-01-01 21:00:00,0,0,0,0,base_mc_base,pp_10
2019-01-01 21:00:00,72000,18000,,1000,base_mc_base,pp_3
2019-01-01 21:00:00,36000,12000,,500,base_mc_base,pp_5
2019-01-01 21:00:00,-4.32e+05,1.8e+07,,-6000,base_mc_base,demand_EOM
2019-01-01 22:00:00,0,0,0,0,base_mc_base,Solar
2019-01-01 22:00:00,72000,12000,0,1000,base_mc_base,pp_1
2019-01-01 22:00:00,72000,12000,0,1000,base_mc_base,pp_2
2019-01-01 22:00:00,72000,24000,0,1000,base_mc_base,pp_4
2019-01-01 22:00:00,36000,27000,0,500,base_mc_base,pp_7
2019-01-01 22:00:00,36000,27000,0,500,base_mc_base,pp_8
2019-01-01 22:00:00,36000,27000,0,500,base_mc_base,pp_9
2019-01-01 22:00:00,0,0,0,0,base_mc_base,pp_10
2019-01-01 22:00:00,72000,18000,,1000,base_mc_base,pp_3
2019-01-01 22:00:00,36000,12000,,500,base_mc_base,pp_5
2019-01-01 22:00:00,-4.32e+05,1.8e+07,,-6000,base_mc_base,demand_EOM
2019-01-01 23:00:00,0,0,0,0,base_mc_base,Solar
2019-01-01 23:00:00,72000,12000,0,1000,base_mc_base,pp_1
2019-01-01 23:00:00,72000,12000,0,1000,base_mc_base,pp_2
2019-01-01 23:00:00,72000,24000,0,1000,base_mc_base,pp_4
2019-01-01 23:00:00,36000,27000,0,500,base_mc_base,pp_7
2019-01-01 23:00:00,36000,27000,0,500,base_mc_base,pp_8
2019-01-01 23:00:00,36000,27000,0,500,base_mc_base,pp_9
2019-01-01 23:00:00,0,0,0,0,base_mc_base,pp_10
2019-01-01 23:00:00,72000,18000,,1000,base_mc_base,pp_3
2019-01-01 23:00:00,36000,12000,,500,base_mc_base,pp_5
2019-01-01 23:00:00,-4.32e+05,1.8e+07,,-6000,base_mc_base,demand_EOM
2019-01-02 00:00:00,0,0,0,0,base_mc_base,Solar
2019-01-02 00:00:00,72000,12000,0,1000,base_mc_base,pp_1
2019-01-02 00:00:00,72000,12000,0,1000,base_mc_base,pp_2
2019-01-02 00:00:00,72000,24000,0,1000,base_mc_base,pp_4
2019-01-02 00:00:00,36000,27000,0,500,base_mc_base,pp_7
2019-01-02 00:00:00,36000,27000,0,500,base_mc_base,pp_8
2019-01-02 00:00:00,36000,27000,0,500,base_mc_base,pp_9
2019-01-02 00:00:00,0,0,0,0,base_mc_base,pp_10
2019-01-02 00:00:00,72000,18000,,1000,base_mc_base,pp_3
2019-01-02 00:00:00,36000,12000,,500,base_mc_base,pp_5
2019-01-02 00:00:00,-4.32e+05,1.8e+07,,-6000,base_mc_base,demand_EOM
