,datetime,market_id,power,simulation,unit_id
0,2019-01-01 01:00:00,EOM,1000,base_un_base,pp_2
1,2019-01-01 01:00:00,EOM,1000,base_un_base,pp_1
2,2019-01-01 01:00:00,EOM,1000,base_un_base,pp_4
3,2019-01-01 01:00:00,EOM,500,base_un_base,pp_9
4,2019-01-01 01:00:00,EOM,500,base_un_base,pp_8
5,2019-01-01 01:00:00,EOM,0,base_un_base,pp_7
6,2019-01-01 01:00:00,EOM,0,base_un_base,pp_10
7,2019-01-01 01:00:00,EOM,-6000,base_un_base,demand_EOM
8,2019-01-01 01:00:00,EOM,1000,base_un_base,pp_3
9,2019-01-01 01:00:00,EOM,1000,base_un_base,pp_5
10,2019-01-01 02:00:00,EOM,1000,base_un_base,pp_2
11,2019-01-01 02:00:00,EOM,1000,base_un_base,pp_1
12,2019-01-01 02:00:00,EOM,1000,base_un_base,pp_4
13,2019-01-01 02:00:00,EOM,500,base_un_base,pp_9
14,2019-01-01 02:00:00,EOM,500,base_un_base,pp_8
15,2019-01-01 02:00:00,EOM,0,base_un_base,pp_7
16,2019-01-01 02:00:00,EOM,0,base_un_base,pp_10
17,2019-01-01 02:00:00,EOM,-6000,base_un_base,demand_EOM
18,2019-01-01 02:00:00,EOM,1000,base_un_base,pp_3
19,2019-01-01 02:00:00,EOM,1000,base_un_base,pp_5
20,2019-01-01 03:00:00,EOM,1000,base_un_base,pp_1
21,2019-01-01 03:00:00,EOM,1000,base_un_base,pp_2
22,2019-01-01 03:00:00,EOM,1000,base_un_base,pp_4
23,2019-01-01 03:00:00,EOM,500,base_un_base,pp_8
24,2019-01-01 03:00:00,EOM,0,base_un_base,pp_9
25,2019-01-01 03:00:00,EOM,500,base_un_base,pp_7
26,2019-01-01 03:00:00,EOM,0,base_un_base,pp_10
27,2019-01-01 03:00:00,EOM,-6000,base_un_base,demand_EOM
28,2019-01-01 03:00:00,EOM,1000,base_un_base,pp_5
29,2019-01-01 03:00:00,EOM,1000,base_un_base,pp_3
30,2019-01-01 04:00:00,EOM,1000,base_un_base,pp_2
31,2019-01-01 04:00:00,EOM,1000,base_un_base,pp_1
32,2019-01-01 04:00:00,EOM,1000,base_un_base,pp_4
33,2019-01-01 04:00:00,EOM,500,base_un_base,pp_7
34,2019-01-01 04:00:00,EOM,500,base_un_base,pp_8
35,2019-01-01 04:00:00,EOM,0,base_un_base,pp_9
36,2019-01-01 04:00:00,EOM,0,base_un_base,pp_10
37,2019-01-01 04:00:00,EOM,-6000,base_un_base,demand_EOM
38,2019-01-01 04:00:00,EOM,1000,base_un_base,pp_5
39,2019-01-01 04:00:00,EOM,1000,base_un_base,pp_3
40,2019-01-01 05:00:00,EOM,1000,base_un_base,pp_2
41,2019-01-01 05:00:00,EOM,1000,base_un_base,pp_1
42,2019-01-01 05:00:00,EOM,1000,base_un_base,pp_4
43,2019-01-01 05:00:00,EOM,0,base_un_base,pp_7
44,2019-01-01 05:00:00,EOM,500,base_un_base,pp_8
45,2019-01-01 05:00:00,EOM,500,base_un_base,pp_9
46,2019-01-01 05:00:00,EOM,0,base_un_base,pp_10
47,2019-01-01 05:00:00,EOM,-6000,base_un_base,demand_EOM
48,2019-01-01 05:00:00,EOM,1000,base_un_base,pp_5
49,2019-01-01 05:00:00,EOM,1000,base_un_base,pp_3
50,2019-01-01 06:00:00,EOM,1000,base_un_base,pp_1
51,2019-01-01 06:00:00,EOM,1000,base_un_base,pp_2
52,2019-01-01 06:00:00,EOM,1000,base_un_base,pp_4
53,2019-01-01 06:00:00,EOM,500,base_un_base,pp_9
54,2019-01-01 06:00:00,EOM,0,base_un_base,pp_8
55,2019-01-01 06:00:00,EOM,500,base_un_base,pp_7
56,2019-01-01 06:00:00,EOM,0,base_un_base,pp_10
57,2019-01-01 06:00:00,EOM,-6000,base_un_base,demand_EOM
58,2019-01-01 06:00:00,EOM,1000,base_un_base,pp_5
59,2019-01-01 06:00:00,EOM,1000,base_un_base,pp_3
60,2019-01-01 07:00:00,EOM,1000,base_un_base,pp_1
61,2019-01-01 07:00:00,EOM,1000,base_un_base,pp_2
62,2019-01-01 07:00:00,EOM,1000,base_un_base,pp_4
63,2019-01-01 07:00:00,EOM,500,base_un_base,pp_9
64,2019-01-01 07:00:00,EOM,500,base_un_base,pp_7
65,2019-01-01 07:00:00,EOM,0,base_un_base,pp_8
66,2019-01-01 07:00:00,EOM,0,base_un_base,pp_10
67,2019-01-01 07:00:00,EOM,-6000,base_un_base,demand_EOM
68,2019-01-01 07:00:00,EOM,1000,base_un_base,pp_5
69,2019-01-01 07:00:00,EOM,1000,base_un_base,pp_3
70,2019-01-01 08:00:00,EOM,1000,base_un_base,pp_2
71,2019-01-01 08:00:00,EOM,1000,base_un_base,pp_1
72,2019-01-01 08:00:00,EOM,1000,base_un_base,pp_4
73,2019-01-01 08:00:00,EOM,0,base_un_base,pp_9
74,2019-01-01 08:00:00,EOM,0,base_un_base,pp_7
75,2019-01-01 08:00:00,EOM,500,base_un_base,pp_8
76,2019-01-01 08:00:00,EOM,0,base_un_base,pp_10
77,2019-01-01 08:00:00,EOM,-6000,base_un_base,demand_EOM
78,2019-01-01 08:00:00,EOM,1000,base_un_base,pp_5
79,2019-01-01 08:00:00,EOM,1000,base_un_base,pp_3
80,2019-01-01 08:00:00,EOM,500,base_un_base,Solar
81,2019-01-01 09:00:00,EOM,1000,base_un_base,pp_1
82,2019-01-01 09:00:00,EOM,1000,base_un_base,pp_2
83,2019-01-01 09:00:00,EOM,1000,base_un_base,pp_4
84,2019-01-01 09:00:00,EOM,0,base_un_base,pp_8
85,2019-01-01 09:00:00,EOM,0,base_un_base,pp_7
86,2019-01-01 09:00:00,EOM,0,base_un_base,pp_9
87,2019-01-01 09:00:00,EOM,0,base_un_base,pp_10
88,2019-01-01 09:00:00,EOM,-6000,base_un_base,demand_EOM
89,2019-01-01 09:00:00,EOM,1000,base_un_base,pp_5
90,2019-01-01 09:00:00,EOM,1000,base_un_base,pp_3
91,2019-01-01 09:00:00,EOM,1000,base_un_base,Solar
92,2019-01-01 10:00:00,EOM,1000,base_un_base,pp_2
93,2019-01-01 10:00:00,EOM,1000,base_un_base,pp_1
94,2019-01-01 10:00:00,EOM,1000,base_un_base,pp_4
95,2019-01-01 10:00:00,EOM,0,base_un_base,pp_7
96,2019-01-01 10:00:00,EOM,0,base_un_base,pp_8
97,2019-01-01 10:00:00,EOM,0,base_un_base,pp_9
98,2019-01-01 10:00:00,EOM,0,base_un_base,pp_10
99,2019-01-01 10:00:00,EOM,-6000,base_un_base,demand_EOM
100,2019-01-01 10:00:00,EOM,1000,base_un_base,pp_3
101,2019-01-01 10:00:00,EOM,1000,base_un_base,pp_5
102,2019-01-01 10:00:00,EOM,1000,base_un_base,Solar
103,2019-01-01 11:00:00,EOM,1000,base_un_base,pp_1
104,2019-01-01 11:00:00,EOM,1000,base_un_base,pp_2
